timestamp,query_id,retrieval_mode,top_k_evidence,latency_ms,Precision@5,Recall@10,evidence_ids_returned,gold_evidence_ids,faithfulness_pass,missing_evidence_behavior,erag_P_1,erag_P_3,erag_P_5
2026-03-11T01:59:07.062290+00:00,Q1,mm,8,3.68,nan,nan,"[""SQLENS An End-to-End Framework for Error (1).pdf::p7"", ""Screenshot 2026-02-12 085908.png"", ""SQLENS An End-to-End Framework for Error (1).pdf::p8"", ""SQLENS An End-to-End Framework for Error (1).pdf::p24"", ""SQLENS An End-to-End Framework for Error (1).pdf::p2"", ""SQLENS An End-to-End Framework for Error (1).pdf::p23"", ""Screenshot 2026-02-12 085920.png"", ""Screenshot 2026-02-12 085933.png""]",[],Yes,Pass,0.0,0.0,0.4
